subject_id,Filename,subject_physics,fold
0,MPRAGE_sub_0_TI_0.64500.nii.gz,0.645,5
0,MPRAGE_sub_0_TI_0.65500.nii.gz,0.655,5
0,MPRAGE_sub_0_TI_0.80000.nii.gz,0.8,5
0,MPRAGE_sub_0_TI_1.11000.nii.gz,1.11,5
0,MPRAGE_sub_0_TI_0.67000.nii.gz,0.67,5
0,MPRAGE_sub_0_TI_0.91000.nii.gz,0.91,5
0,MPRAGE_sub_0_TI_1.04000.nii.gz,1.04,5
0,MPRAGE_sub_0_TI_0.81000.nii.gz,0.81,5
0,MPRAGE_sub_0_TI_1.13000.nii.gz,1.13,5
0,MPRAGE_sub_0_TI_0.96000.nii.gz,0.96,5
0,MPRAGE_sub_0_TI_1.20000.nii.gz,1.2,5
0,MPRAGE_sub_0_TI_1.08500.nii.gz,1.085,5
0,MPRAGE_sub_0_TI_0.66500.nii.gz,0.665,5
0,MPRAGE_sub_0_TI_0.79000.nii.gz,0.79,5
0,MPRAGE_sub_0_TI_1.02500.nii.gz,1.025,5
0,MPRAGE_sub_0_TI_0.70500.nii.gz,0.705,5
0,MPRAGE_sub_0_TI_1.19500.nii.gz,1.195,5
0,MPRAGE_sub_0_TI_1.06500.nii.gz,1.065,5
0,MPRAGE_sub_0_TI_0.60500.nii.gz,0.605,5
0,MPRAGE_sub_0_TI_1.09000.nii.gz,1.09,5
0,MPRAGE_sub_0_TI_1.00000.nii.gz,1.0,5
0,MPRAGE_sub_0_TI_1.10500.nii.gz,1.105,5
0,MPRAGE_sub_0_TI_1.06000.nii.gz,1.06,5
0,MPRAGE_sub_0_TI_0.98000.nii.gz,0.98,5
0,MPRAGE_sub_0_TI_0.92000.nii.gz,0.92,5
0,MPRAGE_sub_0_TI_0.92500.nii.gz,0.925,5
0,MPRAGE_sub_0_TI_0.82500.nii.gz,0.825,5
0,MPRAGE_sub_0_TI_0.79500.nii.gz,0.795,5
0,MPRAGE_sub_0_TI_1.14000.nii.gz,1.14,5
0,MPRAGE_sub_0_TI_0.99500.nii.gz,0.995,5
0,MPRAGE_sub_0_TI_0.61000.nii.gz,0.61,5
1,MPRAGE_sub_1_TI_0.99000.nii.gz,0.99,5
1,MPRAGE_sub_1_TI_0.84500.nii.gz,0.845,5
1,MPRAGE_sub_1_TI_1.04000.nii.gz,1.04,5
1,MPRAGE_sub_1_TI_0.94500.nii.gz,0.945,5
1,MPRAGE_sub_1_TI_0.97000.nii.gz,0.97,5
1,MPRAGE_sub_1_TI_1.13500.nii.gz,1.135,5
1,MPRAGE_sub_1_TI_0.96500.nii.gz,0.965,5
1,MPRAGE_sub_1_TI_0.65000.nii.gz,0.65,5
1,MPRAGE_sub_1_TI_0.98000.nii.gz,0.98,5
1,MPRAGE_sub_1_TI_0.62000.nii.gz,0.62,5
1,MPRAGE_sub_1_TI_0.71500.nii.gz,0.715,5
1,MPRAGE_sub_1_TI_0.93500.nii.gz,0.935,5
1,MPRAGE_sub_1_TI_0.99500.nii.gz,0.995,5
1,MPRAGE_sub_1_TI_0.61000.nii.gz,0.61,5
1,MPRAGE_sub_1_TI_1.03500.nii.gz,1.035,5
1,MPRAGE_sub_1_TI_1.19000.nii.gz,1.19,5
1,MPRAGE_sub_1_TI_0.75000.nii.gz,0.75,5
1,MPRAGE_sub_1_TI_0.88000.nii.gz,0.88,5
1,MPRAGE_sub_1_TI_0.98500.nii.gz,0.985,5
1,MPRAGE_sub_1_TI_0.97500.nii.gz,0.975,5
1,MPRAGE_sub_1_TI_0.87000.nii.gz,0.87,5
1,MPRAGE_sub_1_TI_0.83000.nii.gz,0.83,5
1,MPRAGE_sub_1_TI_0.89500.nii.gz,0.895,5
1,MPRAGE_sub_1_TI_0.70000.nii.gz,0.7,5
1,MPRAGE_sub_1_TI_0.87500.nii.gz,0.875,5
1,MPRAGE_sub_1_TI_0.67000.nii.gz,0.67,5
1,MPRAGE_sub_1_TI_0.79500.nii.gz,0.795,5
1,MPRAGE_sub_1_TI_0.86500.nii.gz,0.865,5
1,MPRAGE_sub_1_TI_0.81500.nii.gz,0.815,5
1,MPRAGE_sub_1_TI_0.64000.nii.gz,0.64,5
1,MPRAGE_sub_1_TI_1.17000.nii.gz,1.17,5
1,MPRAGE_sub_1_TI_0.78500.nii.gz,0.785,5
1,MPRAGE_sub_1_TI_0.76000.nii.gz,0.76,5
1,MPRAGE_sub_1_TI_1.15500.nii.gz,1.155,5
1,MPRAGE_sub_1_TI_0.66000.nii.gz,0.66,5
1,MPRAGE_sub_1_TI_0.60500.nii.gz,0.605,5
1,MPRAGE_sub_1_TI_1.02000.nii.gz,1.02,5
1,MPRAGE_sub_1_TI_1.04500.nii.gz,1.045,5
1,MPRAGE_sub_1_TI_1.15000.nii.gz,1.15,5
1,MPRAGE_sub_1_TI_0.82500.nii.gz,0.825,5
1,MPRAGE_sub_1_TI_0.91500.nii.gz,0.915,5
1,MPRAGE_sub_1_TI_0.74000.nii.gz,0.74,5
1,MPRAGE_sub_1_TI_0.78000.nii.gz,0.78,5
1,MPRAGE_sub_1_TI_1.12000.nii.gz,1.12,5
1,MPRAGE_sub_1_TI_0.68500.nii.gz,0.685,5
1,MPRAGE_sub_1_TI_0.60000.nii.gz,0.6,5
1,MPRAGE_sub_1_TI_0.86000.nii.gz,0.86,5
1,MPRAGE_sub_1_TI_0.83500.nii.gz,0.835,5
1,MPRAGE_sub_1_TI_0.90500.nii.gz,0.905,5
1,MPRAGE_sub_1_TI_1.06000.nii.gz,1.06,5
1,MPRAGE_sub_1_TI_0.75500.nii.gz,0.755,5
1,MPRAGE_sub_1_TI_0.71000.nii.gz,0.71,5
1,MPRAGE_sub_1_TI_1.20000.nii.gz,1.2,5
1,MPRAGE_sub_1_TI_1.18000.nii.gz,1.18,5
1,MPRAGE_sub_1_TI_0.92000.nii.gz,0.92,5
1,MPRAGE_sub_1_TI_0.77000.nii.gz,0.77,5
1,MPRAGE_sub_1_TI_0.77500.nii.gz,0.775,5
1,MPRAGE_sub_1_TI_0.95500.nii.gz,0.955,5
1,MPRAGE_sub_1_TI_0.95000.nii.gz,0.95,5
1,MPRAGE_sub_1_TI_0.90000.nii.gz,0.9,5
1,MPRAGE_sub_1_TI_0.73000.nii.gz,0.73,5
1,MPRAGE_sub_1_TI_0.65500.nii.gz,0.655,5
1,MPRAGE_sub_1_TI_0.73500.nii.gz,0.735,5
1,MPRAGE_sub_1_TI_0.82000.nii.gz,0.82,5
1,MPRAGE_sub_1_TI_1.00000.nii.gz,1.0,5
1,MPRAGE_sub_1_TI_1.16000.nii.gz,1.16,5
1,MPRAGE_sub_1_TI_0.64500.nii.gz,0.645,5
1,MPRAGE_sub_1_TI_1.10000.nii.gz,1.1,5
1,MPRAGE_sub_1_TI_0.66500.nii.gz,0.665,5
1,MPRAGE_sub_1_TI_1.01500.nii.gz,1.015,5
1,MPRAGE_sub_1_TI_0.88500.nii.gz,0.885,5
1,MPRAGE_sub_1_TI_0.85000.nii.gz,0.85,5
1,MPRAGE_sub_1_TI_0.63500.nii.gz,0.635,5
1,MPRAGE_sub_1_TI_1.17500.nii.gz,1.175,5
1,MPRAGE_sub_1_TI_1.07000.nii.gz,1.07,5
1,MPRAGE_sub_1_TI_0.63000.nii.gz,0.63,5
1,MPRAGE_sub_1_TI_1.08000.nii.gz,1.08,5
1,MPRAGE_sub_1_TI_0.62500.nii.gz,0.625,5
1,MPRAGE_sub_1_TI_0.94000.nii.gz,0.94,5
1,MPRAGE_sub_1_TI_1.09500.nii.gz,1.095,5
1,MPRAGE_sub_1_TI_0.76500.nii.gz,0.765,5
1,MPRAGE_sub_1_TI_1.00500.nii.gz,1.005,5
1,MPRAGE_sub_1_TI_1.14000.nii.gz,1.14,5
1,MPRAGE_sub_1_TI_1.03000.nii.gz,1.03,5
1,MPRAGE_sub_1_TI_0.69500.nii.gz,0.695,5
1,MPRAGE_sub_1_TI_1.05500.nii.gz,1.055,5
1,MPRAGE_sub_1_TI_1.18500.nii.gz,1.185,5
1,MPRAGE_sub_1_TI_1.07500.nii.gz,1.075,5
1,MPRAGE_sub_1_TI_0.96000.nii.gz,0.96,5
1,MPRAGE_sub_1_TI_1.19500.nii.gz,1.195,5
1,MPRAGE_sub_1_TI_0.84000.nii.gz,0.84,5
1,MPRAGE_sub_1_TI_1.13000.nii.gz,1.13,5
1,MPRAGE_sub_1_TI_0.85500.nii.gz,0.855,5
1,MPRAGE_sub_1_TI_0.68000.nii.gz,0.68,5
1,MPRAGE_sub_1_TI_1.02500.nii.gz,1.025,5
1,MPRAGE_sub_1_TI_0.92500.nii.gz,0.925,5
1,MPRAGE_sub_1_TI_0.72500.nii.gz,0.725,5
1,MPRAGE_sub_1_TI_1.08500.nii.gz,1.085,5
1,MPRAGE_sub_1_TI_0.67500.nii.gz,0.675,5
1,MPRAGE_sub_1_TI_0.70500.nii.gz,0.705,5
1,MPRAGE_sub_1_TI_1.10500.nii.gz,1.105,5
1,MPRAGE_sub_1_TI_0.93000.nii.gz,0.93,5
1,MPRAGE_sub_1_TI_0.91000.nii.gz,0.91,5
1,MPRAGE_sub_1_TI_0.80000.nii.gz,0.8,5
1,MPRAGE_sub_1_TI_1.16500.nii.gz,1.165,5
1,MPRAGE_sub_1_TI_1.05000.nii.gz,1.05,5
1,MPRAGE_sub_1_TI_1.12500.nii.gz,1.125,5
1,MPRAGE_sub_1_TI_0.89000.nii.gz,0.89,5
1,MPRAGE_sub_1_TI_0.72000.nii.gz,0.72,5
1,MPRAGE_sub_1_TI_1.09000.nii.gz,1.09,5
1,MPRAGE_sub_1_TI_0.74500.nii.gz,0.745,5
1,MPRAGE_sub_1_TI_1.01000.nii.gz,1.01,5
1,MPRAGE_sub_1_TI_1.06500.nii.gz,1.065,5
1,MPRAGE_sub_1_TI_0.81000.nii.gz,0.81,5
1,MPRAGE_sub_1_TI_1.11000.nii.gz,1.11,5
1,MPRAGE_sub_1_TI_0.61500.nii.gz,0.615,5
1,MPRAGE_sub_1_TI_1.11500.nii.gz,1.115,5
1,MPRAGE_sub_1_TI_0.69000.nii.gz,0.69,5
1,MPRAGE_sub_1_TI_1.14500.nii.gz,1.145,5
1,MPRAGE_sub_1_TI_0.80500.nii.gz,0.805,5
1,MPRAGE_sub_1_TI_0.79000.nii.gz,0.79,5
2,MPRAGE_sub_2_TI_0.83000.nii.gz,0.83,5
2,MPRAGE_sub_2_TI_1.06000.nii.gz,1.06,5
2,MPRAGE_sub_2_TI_1.14000.nii.gz,1.14,5
2,MPRAGE_sub_2_TI_0.96000.nii.gz,0.96,5
2,MPRAGE_sub_2_TI_1.20000.nii.gz,1.2,5
2,MPRAGE_sub_2_TI_0.91000.nii.gz,0.91,5
2,MPRAGE_sub_2_TI_1.19000.nii.gz,1.19,5
2,MPRAGE_sub_2_TI_0.89000.nii.gz,0.89,5
2,MPRAGE_sub_2_TI_0.85000.nii.gz,0.85,5
2,MPRAGE_sub_2_TI_1.00000.nii.gz,1.0,5
2,MPRAGE_sub_2_TI_1.18000.nii.gz,1.18,5
2,MPRAGE_sub_2_TI_0.99000.nii.gz,0.99,5
2,MPRAGE_sub_2_TI_0.88000.nii.gz,0.88,5
2,MPRAGE_sub_2_TI_1.17000.nii.gz,1.17,5
2,MPRAGE_sub_2_TI_1.07000.nii.gz,1.07,5
2,MPRAGE_sub_2_TI_0.71000.nii.gz,0.71,5
2,MPRAGE_sub_2_TI_1.05000.nii.gz,1.05,5
2,MPRAGE_sub_2_TI_0.95000.nii.gz,0.95,5
2,MPRAGE_sub_2_TI_0.90000.nii.gz,0.9,5
2,MPRAGE_sub_2_TI_0.82000.nii.gz,0.82,5
2,MPRAGE_sub_2_TI_0.76000.nii.gz,0.76,5
2,MPRAGE_sub_2_TI_1.09000.nii.gz,1.09,5
2,MPRAGE_sub_2_TI_0.98000.nii.gz,0.98,5
2,MPRAGE_sub_2_TI_0.93000.nii.gz,0.93,5
2,MPRAGE_sub_2_TI_1.03000.nii.gz,1.03,5
2,MPRAGE_sub_2_TI_0.79000.nii.gz,0.79,5
2,MPRAGE_sub_2_TI_1.13000.nii.gz,1.13,5
2,MPRAGE_sub_2_TI_1.02000.nii.gz,1.02,5
2,MPRAGE_sub_2_TI_1.10000.nii.gz,1.1,5
2,MPRAGE_sub_2_TI_0.77000.nii.gz,0.77,5
2,MPRAGE_sub_2_TI_1.11000.nii.gz,1.11,5
2,MPRAGE_sub_2_TI_0.70000.nii.gz,0.7,5
2,MPRAGE_sub_2_TI_0.73000.nii.gz,0.73,5
2,MPRAGE_sub_2_TI_0.80000.nii.gz,0.8,5
2,MPRAGE_sub_2_TI_0.84000.nii.gz,0.84,5
2,MPRAGE_sub_2_TI_0.92000.nii.gz,0.92,5
2,MPRAGE_sub_2_TI_1.01000.nii.gz,1.01,5
2,MPRAGE_sub_2_TI_0.87000.nii.gz,0.87,5
2,MPRAGE_sub_2_TI_1.16000.nii.gz,1.16,5
2,MPRAGE_sub_2_TI_0.74000.nii.gz,0.74,5
2,MPRAGE_sub_2_TI_0.72000.nii.gz,0.72,5
2,MPRAGE_sub_2_TI_0.97000.nii.gz,0.97,5
2,MPRAGE_sub_2_TI_1.08000.nii.gz,1.08,5
2,MPRAGE_sub_2_TI_0.75000.nii.gz,0.75,5
2,MPRAGE_sub_2_TI_0.86000.nii.gz,0.86,5
2,MPRAGE_sub_2_TI_1.12000.nii.gz,1.12,5
2,MPRAGE_sub_2_TI_0.81000.nii.gz,0.81,5
2,MPRAGE_sub_2_TI_1.04000.nii.gz,1.04,5
2,MPRAGE_sub_2_TI_1.15000.nii.gz,1.15,5
2,MPRAGE_sub_2_TI_0.78000.nii.gz,0.78,5
2,MPRAGE_sub_2_TI_0.94000.nii.gz,0.94,5
3,MPRAGE_sub_3_TI_1.12000.nii.gz,1.12,5
3,MPRAGE_sub_3_TI_0.79500.nii.gz,0.795,5
3,MPRAGE_sub_3_TI_0.61000.nii.gz,0.61,5
3,MPRAGE_sub_3_TI_1.03500.nii.gz,1.035,5
3,MPRAGE_sub_3_TI_0.63500.nii.gz,0.635,5
3,MPRAGE_sub_3_TI_1.14000.nii.gz,1.14,5
3,MPRAGE_sub_3_TI_0.92000.nii.gz,0.92,5
3,MPRAGE_sub_3_TI_0.96500.nii.gz,0.965,5
3,MPRAGE_sub_3_TI_1.07500.nii.gz,1.075,5
3,MPRAGE_sub_3_TI_0.72500.nii.gz,0.725,5
3,MPRAGE_sub_3_TI_1.19000.nii.gz,1.19,5
3,MPRAGE_sub_3_TI_0.95000.nii.gz,0.95,5
3,MPRAGE_sub_3_TI_0.74000.nii.gz,0.74,5
3,MPRAGE_sub_3_TI_1.11500.nii.gz,1.115,5
3,MPRAGE_sub_3_TI_0.75000.nii.gz,0.75,5
3,MPRAGE_sub_3_TI_1.13000.nii.gz,1.13,5
3,MPRAGE_sub_3_TI_0.92500.nii.gz,0.925,5
3,MPRAGE_sub_3_TI_0.98000.nii.gz,0.98,5
3,MPRAGE_sub_3_TI_0.98500.nii.gz,0.985,5
3,MPRAGE_sub_3_TI_0.83500.nii.gz,0.835,5
3,MPRAGE_sub_3_TI_0.82500.nii.gz,0.825,5
3,MPRAGE_sub_3_TI_1.05000.nii.gz,1.05,5
3,MPRAGE_sub_3_TI_1.04500.nii.gz,1.045,5
3,MPRAGE_sub_3_TI_1.09000.nii.gz,1.09,5
3,MPRAGE_sub_3_TI_0.81500.nii.gz,0.815,5
3,MPRAGE_sub_3_TI_1.07000.nii.gz,1.07,5
3,MPRAGE_sub_3_TI_1.08000.nii.gz,1.08,5
3,MPRAGE_sub_3_TI_0.72000.nii.gz,0.72,5
3,MPRAGE_sub_3_TI_0.89500.nii.gz,0.895,5
3,MPRAGE_sub_3_TI_0.67500.nii.gz,0.675,5
3,MPRAGE_sub_3_TI_1.05500.nii.gz,1.055,5
3,MPRAGE_sub_3_TI_0.85000.nii.gz,0.85,5
3,MPRAGE_sub_3_TI_0.66500.nii.gz,0.665,5
3,MPRAGE_sub_3_TI_1.02000.nii.gz,1.02,5
3,MPRAGE_sub_3_TI_0.65500.nii.gz,0.655,5
3,MPRAGE_sub_3_TI_0.78000.nii.gz,0.78,5
3,MPRAGE_sub_3_TI_0.70500.nii.gz,0.705,5
3,MPRAGE_sub_3_TI_1.17500.nii.gz,1.175,5
3,MPRAGE_sub_3_TI_0.73000.nii.gz,0.73,5
3,MPRAGE_sub_3_TI_0.71500.nii.gz,0.715,5
3,MPRAGE_sub_3_TI_0.65000.nii.gz,0.65,5
3,MPRAGE_sub_3_TI_0.87000.nii.gz,0.87,5
3,MPRAGE_sub_3_TI_0.85500.nii.gz,0.855,5
3,MPRAGE_sub_3_TI_0.64500.nii.gz,0.645,5
3,MPRAGE_sub_3_TI_1.16500.nii.gz,1.165,5
3,MPRAGE_sub_3_TI_0.99000.nii.gz,0.99,5
3,MPRAGE_sub_3_TI_0.91500.nii.gz,0.915,5
3,MPRAGE_sub_3_TI_1.15000.nii.gz,1.15,5
3,MPRAGE_sub_3_TI_0.63000.nii.gz,0.63,5
3,MPRAGE_sub_3_TI_0.69500.nii.gz,0.695,5
3,MPRAGE_sub_3_TI_0.76000.nii.gz,0.76,5
3,MPRAGE_sub_3_TI_0.89000.nii.gz,0.89,5
3,MPRAGE_sub_3_TI_0.99500.nii.gz,0.995,5
3,MPRAGE_sub_3_TI_1.03000.nii.gz,1.03,5
3,MPRAGE_sub_3_TI_1.01500.nii.gz,1.015,5
3,MPRAGE_sub_3_TI_0.62000.nii.gz,0.62,5
3,MPRAGE_sub_3_TI_1.17000.nii.gz,1.17,5
3,MPRAGE_sub_3_TI_0.75500.nii.gz,0.755,5
3,MPRAGE_sub_3_TI_1.15500.nii.gz,1.155,5
3,MPRAGE_sub_3_TI_1.11000.nii.gz,1.11,5
3,MPRAGE_sub_3_TI_0.77500.nii.gz,0.775,5
3,MPRAGE_sub_3_TI_1.18500.nii.gz,1.185,5
3,MPRAGE_sub_3_TI_0.74500.nii.gz,0.745,5
3,MPRAGE_sub_3_TI_1.00500.nii.gz,1.005,5
3,MPRAGE_sub_3_TI_0.93000.nii.gz,0.93,5
3,MPRAGE_sub_3_TI_0.90000.nii.gz,0.9,5
3,MPRAGE_sub_3_TI_0.70000.nii.gz,0.7,5
3,MPRAGE_sub_3_TI_0.80000.nii.gz,0.8,5
3,MPRAGE_sub_3_TI_1.20000.nii.gz,1.2,5
3,MPRAGE_sub_3_TI_0.95500.nii.gz,0.955,5
3,MPRAGE_sub_3_TI_0.86500.nii.gz,0.865,5
3,MPRAGE_sub_3_TI_0.97000.nii.gz,0.97,5
3,MPRAGE_sub_3_TI_0.78500.nii.gz,0.785,5
3,MPRAGE_sub_3_TI_0.79000.nii.gz,0.79,5
3,MPRAGE_sub_3_TI_0.64000.nii.gz,0.64,5
3,MPRAGE_sub_3_TI_0.88500.nii.gz,0.885,5
3,MPRAGE_sub_3_TI_1.16000.nii.gz,1.16,5
3,MPRAGE_sub_3_TI_0.73500.nii.gz,0.735,5
3,MPRAGE_sub_3_TI_0.60000.nii.gz,0.6,5
3,MPRAGE_sub_3_TI_1.13500.nii.gz,1.135,5
3,MPRAGE_sub_3_TI_1.04000.nii.gz,1.04,5
3,MPRAGE_sub_3_TI_1.09500.nii.gz,1.095,5
3,MPRAGE_sub_3_TI_0.97500.nii.gz,0.975,5
3,MPRAGE_sub_3_TI_0.87500.nii.gz,0.875,5
3,MPRAGE_sub_3_TI_0.69000.nii.gz,0.69,5
3,MPRAGE_sub_3_TI_0.80500.nii.gz,0.805,5
3,MPRAGE_sub_3_TI_0.76500.nii.gz,0.765,5
3,MPRAGE_sub_3_TI_1.14500.nii.gz,1.145,5
3,MPRAGE_sub_3_TI_0.77000.nii.gz,0.77,5
3,MPRAGE_sub_3_TI_0.82000.nii.gz,0.82,5
3,MPRAGE_sub_3_TI_1.12500.nii.gz,1.125,5
3,MPRAGE_sub_3_TI_0.83000.nii.gz,0.83,5
3,MPRAGE_sub_3_TI_0.93500.nii.gz,0.935,5
3,MPRAGE_sub_3_TI_0.61500.nii.gz,0.615,5
3,MPRAGE_sub_3_TI_0.60500.nii.gz,0.605,5
3,MPRAGE_sub_3_TI_1.00000.nii.gz,1.0,5
3,MPRAGE_sub_3_TI_0.88000.nii.gz,0.88,5
3,MPRAGE_sub_3_TI_1.18000.nii.gz,1.18,5
3,MPRAGE_sub_3_TI_0.62500.nii.gz,0.625,5
3,MPRAGE_sub_3_TI_0.86000.nii.gz,0.86,5
3,MPRAGE_sub_3_TI_0.71000.nii.gz,0.71,5
3,MPRAGE_sub_3_TI_0.94500.nii.gz,0.945,5
3,MPRAGE_sub_3_TI_1.01000.nii.gz,1.01,5
3,MPRAGE_sub_3_TI_1.10500.nii.gz,1.105,5
3,MPRAGE_sub_3_TI_0.67000.nii.gz,0.67,5
3,MPRAGE_sub_3_TI_0.94000.nii.gz,0.94,5
3,MPRAGE_sub_3_TI_0.84500.nii.gz,0.845,5
3,MPRAGE_sub_3_TI_1.19500.nii.gz,1.195,5
3,MPRAGE_sub_3_TI_0.90500.nii.gz,0.905,5
3,MPRAGE_sub_3_TI_0.96000.nii.gz,0.96,5
3,MPRAGE_sub_3_TI_0.66000.nii.gz,0.66,5
3,MPRAGE_sub_3_TI_0.68000.nii.gz,0.68,5
3,MPRAGE_sub_3_TI_1.10000.nii.gz,1.1,5
3,MPRAGE_sub_3_TI_1.06000.nii.gz,1.06,5
3,MPRAGE_sub_3_TI_0.68500.nii.gz,0.685,5
3,MPRAGE_sub_3_TI_0.91000.nii.gz,0.91,5
3,MPRAGE_sub_3_TI_1.02500.nii.gz,1.025,5
